"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"High income: OECD","OEC","Population (Total)","SP.POP.TOTL","721070827","730026172","738900707","747700746","756102369","763915381","771294107","777671425","785751427","792796878","800464563.167051","808244833.793762","815114585.508644","823029919.275934","830462676","836365987","842506285","848763335","855030787","861126857","867207255","872814235","878086675","883028859","888042631","893330573","898577413","903973224","909979895","916589687","923718000.963727","930882929.357511","937596649.360544","943830085.404126","950136134","956054353","961964093","967544605","973276503","979175332","985056641","991209635","997452601","1003739408","1009903169","1016185859","1022768617","1029465566","1035380849","1040824978","1046821925","1051821752","",
"OECD members","OED","Population (Total)","SP.POP.TOTL","799268710","810232241","821149739","832044948","842589298","852595842","862223611","870911138","881380197","890894957","901109213.167051","911514481.793762","921069152.508644","931712681.275934","941897207","950551556","959435822","968414131","977362732","986096782","994772220","1002933445","1010729067","1018186251","1025728767","1033558269","1041357599","1049330640","1057854336","1067035284","1076892727.96373","1086825361.35751","1096321071.36054","1105328458.40413","1114380066","1123009626","1131595550","1139798246","1148074593","1156434393","1164684391","1173114204","1181576730","1190073739","1198465112","1207000260","1215850729","1224835304","1233067331","1240848951","1249213523","1256610112","",
"Oman","OMN","Population (Total)","SP.POP.TOTL","564895","578825","593504","608889","625007","642005","660117","679593","700729","723850","748971","776379","806989","841947","882044","927433","977788","1032772","1091831","1154375","1220512","1289842","1360637","1430680","1498416","1562144","1622123","1681070","1742950","1810103","1885036","1965586","2043912","2109246","2154600","2175998","2177723","2171135","2172287","2192535","2239025","2308409","2389121","2464001","2522325","2554905","2569739","2593523","2663224","2802768","3024774","3314001","",
"Other small states","OSS","Population (Total)","SP.POP.TOTL","6757652.76","6889021.04","7022288.32","7159880.4","7303643","7453907.52","7610518.52","7774146.72","7945413.92","8124561","8313081.44","8510416.32","8712692.2","8914648.68","9112955","9305635.2","9495236.6","9688167.4","9893415.8","10117433","10360126.5727596","10619695.6289828","10896687.8029592","11191050.3102837","11501818","11833709.2096","12181880.3456","12538106.1667378","12890705.5271971","13232901","13561138.9860868","13878031.9890151","14182424.4083424","14483121.6119202","14775587","15067499","15358760","15646469","15936169","16222082","16510199","16800017","17090379","17380197","17658169","17958748","18262796","18576788","18896934","19228883","19567222","19919956.9075164","",
"Pakistan","PAK","Population (Total)","SP.POP.TOTL","46673627","47864343","49109360","50404401","51746670","53138320","54581657","56074840","57615471","59204212","60840513","62532284","64299241","66167072","68155252","70268556","72505126","74868889","77362155","79984297","82733080","85601555","88577077","91643160","94783463","97998462","101278129","104583470","107865403","111090879","114229172","117291344","120336722","123450933","126689577","130083700","133597492","137139290","140580398","143832014","146857081","149693684","152419974","155151394","157971415","160905794","163928329","167008083","170093999","173149306","176166353","179160111","",
"Panama","PAN","Population (Total)","SP.POP.TOTL","1170499","1206117","1242856","1280601","1319261","1358763","1399097","1440312","1482495","1525683","1569879","1614985","1660811","1707114","1753706","1800516","1847552","1894807","1942304","1990062","2038073","2086331","2134880","2183773","2233064","2282798","2333008","2383722","2434964","2486776","2539140","2592117","2645922","2700823","2757004","2814525","2873288","2933100","2993685","3054812","3116409","3178450","3240805","3303335","3365929","3428509","3491034","3553480","3615846","3678128","3740282","3802281","",
"Peru","PER","Population (Total)","SP.POP.TOTL","10218174","10517047","10826459","11144018","11468043","11797803","12133895","12477560","12830677","13194548","13569097","13953601","14347881","14751618","15164288","15585924","16015737","16451352","16889710","17328542","17766418","18203502","18641054","19081183","19525200","19973258","20424055","20875714","21325690","21772035","22213359","22649612","23081735","23511358","23939261","24365985","24789855","25206817","25611482","26000080","26372358","26729909","27073334","27403845","27723281","28030688","28328410","28625628","28934303","29262830","29614887","29987800","",
"Philippines","PHL","Population (Total)","SP.POP.TOTL","27163317","28079991","29015642","29961902","30913136","31866972","32826235","33796910","34787692","35805060","36851591","37926125","39026975","40150999","41296295","42462461","43651688","44867695","46115445","47398432","48716422","50067906","51453251","52872611","54324952","55811616","57329415","58867229","60410438","61948688","63476449","64996507","66517085","68050807","69606539","71184718","72780928","74393147","76018006","77651848","79297756","80953652","82604681","84231329","85821214","87366573","88875548","90371287","91886400","93444322","95053437","96706764","",
"Palau","PLW","Population (Total)","SP.POP.TOTL","9901","10150","10381","10593","10782","10945","11081","11206","11335","11481","11656","11853","12045","12195","12280","12284","12225","12151","12127","12197","12383","12667","13015","13371","13698","13982","14237","14485","14762","15089","15471","15894","16345","16805","17255","17695","18123","18524","18878","19174","19404","19575","19700","19805","19907","20012","20118","20228","20344","20470","20606","20754","",
"Papua New Guinea","PNG","Population (Total)","SP.POP.TOTL","2001048","2037164","2075629","2116831","2161102","2208421","2258876","2313016","2371514","2434754","2503073","2576093","2652585","2730859","2809692","2888510","2967620","3047769","3130125","3215483","3304188","3395798","3489402","3583707","3677854","3771592","3865448","3960314","4057467","4157903","4261797","4369087","4480243","4595761","4715929","4841020","4970823","5104516","5240941","5379226","5518971","5660267","5803302","5948461","6095959","6245797","6397623","6550877","6704829","6858945","7012977","7167010","",
"Poland","POL","Population (Total)","SP.POP.TOTL","29964000","30308500","30712000","31139450","31444950","31681000","31987155","32294655","32548300","32664300","32783500","33055650","33357200","33678899","34015199","34356300","34689050","34965600","35247217","35574150","35898587","36230481","36571808","36904134","37201885","37456119","37668045","37824487","37961529","38110782","38246193","38363667","38461408","38542652","38594998","38624370","38649660","38663481","38660271","38453757","38248076","38230364","38204570","38182222","38165445","38141267","38120560","38125759","38151603","38183683","38534157","38542737","",
"Puerto Rico","PRI","Population (Total)","SP.POP.TOTL","2399721.6","2450321.6","2504529.6","2554065.6","2594000","2624995.2","2645673.6","2662064","2684150.4","2718000","2762190.4","2817256","2878785.6","2939299.2","2994000","3043854.4","3088689.6","3129420.8","3168088","3206000","3242552","3277452.8","3311137.6","3344190.4","3377000","3409553.6","3441849.6","3473897.6","3505649.6","3537000","3562110","3585176","3615497","3649237","3683103","3724655","3759430","3781101","3800081","3810605","3818774","3823701","3826095","3826878","3821362","3805214","3782995","3760866","3740410","3721208","3694093","3667084","",
"Korea, Dem. Rep.","PRK","Population (Total)","SP.POP.TOTL","11665593","11871721","12065471","12282423","12547526","12864685","13221828","13608614","14009171","14410403","14812366","15214618","15603005","15960131","16274744","16539033","16758831","16953627","17151326","17372172","17623339","17899241","18191886","18488002","18778106","19058994","19334557","19610518","19895397","20194361","20510215","20838090","21166238","21478552","21763678","22016518","22240833","22444993","22641754","22840225","23043449","23248059","23449180","23639303","23813333","23969917","24111989","24243894","24371865","24500520","24631291","24763188","",
"Portugal","PRT","Population (Total)","SP.POP.TOTL","8929316","8993985","9030355","9035365","8998595","8930990","8874520","8836650","8757705","8680431","8643756","8630430","8633100","8754365","9093470","9355810","9455675","9558250","9661265","9766312","9851362","9911771","9957865","9996232","10023613","10032734","10030031","10019610","10005000","9983218","9967878","9969953","9982591","10004081","10030376","10057861","10091120","10129290","10171949","10225836","10292999","10368403","10441075","10501970","10549424","10584344","10608335","10622413","10632482","10637346","10556999","10526703","",
"Paraguay","PRY","Population (Total)","SP.POP.TOTL","1958047","2010626","2064802","2120601","2178003","2237190","2298083","2360108","2422485","2484736","2546729","2608887","2671997","2737152","2805232","2876352","2950552","3028542","3111140","3198848","3291955","3390101","3492295","3597135","3703512","3811042","3919708","4029203","4139286","4249747","4360358","4470934","4581390","4691695","4801834","4911701","5021271","5130723","5240321","5350253","5460621","5571371","5682350","5793330","5904170","6014781","6125285","6236005","6347383","6459721","6573097","6687361","",
"Pacific island small states","PSS","Population (Total)","SP.POP.TOTL","881148","910764","941272","971735","1001452","1030216","1058151","1085336","1111968","1138221","1164090","1189587","1214983","1240612","1266743","1293273","1320199","1348004","1377290","1408371","1441726","1476931","1512290","1545498","1574997","1599943","1621079","1640335","1660523","1683615","1710297","1739802","1770870","1801594","1830581","1857591","1883077","1907187","1930254","1952589","1974075","1994790","2015471","2037106","2060378","2085616","2112600","2140772","2169285","2197519","2225298","2252782","",
"French Polynesia","PYF","Population (Total)","SP.POP.TOTL","80706","83654","86839","90132","93440","96730","100031","103385","106858","110496","114311","118279","122355","126483","130619","134743","138867","143033","147299","151702","156240","160883","165611","170397","175208","180069","184958","189742","194249","198370","202020","205269","208349","211584","215200","219282","223734","228380","232956","237267","241276","245032","248536","251811","254884","257731","260361","262877","265412","268065","270874","273814","",
"Qatar","QAT","Population (Total)","SP.POP.TOTL","51363","56196","61657","67497","73554","79746","86172","93056","100710","109342","119260","130390","142126","153610","164354","173786","182404","192059","205286","223752","248077","277245","309256","341249","371026","398284","423300","445197","463079","476517","485129","489606","491996","495106","501154","512476","529491","550367","572155","593693","611808","629745","660238","720383","821159","967602","1152459","1359114","1564082","1749713","1910902","2050514","",
"Romania","ROU","Population (Total)","SP.POP.TOTL","18555250","18676550","18797850","18919126","19031576","19215450","19534242","19799831","20009141","20250398","20461567","20657957","20835681","21029429","21293583","21551634","21756096","21951464","22090488","22242653","22415169","22515389","22588790","22655940","22755427","22859269","22949430","23057662","23161458","23201835","23001155","22794284","22763280","22730211","22684270","22619004","22553978","22507344","22472040","22442971","22131970","21803129","21742013","21684890","21634371","21587666","21546873","21513622","21480401","21438001","21384832","21326905","",
"Russian Federation","RUS","Population (Total)","SP.POP.TOTL","121236340.946964","122590643.353949","123960074.351877","125344802.938649","126745000","127468492.949974","128196115.783168","128927892.074013","129663845.531511","130404000","131154511.334581","131909342.070893","132668517.068296","133432061.329222","134200000","135146685.517865","136100049.2285","137060138.241803","138027000","139010000","139941000","140823000","141668000","142745000","143858000","144894000","145908000","146857000","147721000","148292000","148624000","148689000","148520000","148336000","148141000","147739000","147304000","146899000","146309000","146303000","145949580.335128","145299690.295609","144599446.748596","143849574.208616","143150000","142500000","142100000","141950000","141910000","142389000","142960000","143533000","",
"Rwanda","RWA","Population (Total)","SP.POP.TOTL","2996091","3050596","3102968","3161719","3232937","3319077","3418313","3527260","3640591","3754546","3868330","3983659","4102262","4226773","4359166","4499767","4648096","4804354","4968600","5140786","5313633","5485328","5666907","5873794","6112554","6405995","6740876","7045785","7223798","7214696","6973664","6545100","6066268","5728464","5663838","5929575","6470628","7169658","7853015","8395577","8760003","8987523","9126167","9254379","9429457","9660946","9928143","10222961","10529668","10836732","11144315","11457801","",
"South Asia","SAS","Population (Total)","SP.POP.TOTL","585406178","598024860","610953560","624558191","638626440","653266088","668432234","684073449","700014062","716207623","732512606","749061811","766074145","783670452","802054943","821277159","841263180","861894110","882978855","904327668","925714947","947599026","969655185","992065703","1014975421","1038368816","1062105416","1086156526","1110478370","1134976416","1159717830","1184516870","1209467291","1234465285","1259426817","1284262004","1309016962","1333616347","1358111216","1382195669","1405746086","1429513552","1453111368","1476314527","1498995049","1521155564","1542806515","1564144995","1585462500","1606838890","1628377343","1649249388","",
"Saudi Arabia","SAU","Population (Total)","SP.POP.TOTL","4202984","4345738","4498390","4657855","4822502","4992625","5171093","5362099","5571166","5802967","6059524","6342159","6654009","6998359","7377881","7790588","8236583","8722480","9256774","9843265","10484746","11172632","11885086","12592829","13273786","13918323","14528398","15107785","15665086","16206078","16739895","17263613","17758096","18197011","18567343","18848350","19060850","19282965","19620692","20144584","20891594","21825217","22852333","23839231","24690067","25371936","25915624","26366358","26796375","27258387","27761728","28287855","",
"Sudan","SDN","Population (Total)","SP.POP.TOTL","7749884","7981797","8223613","8475765","8738703","9013112","9299545","9598196","9909152","10232758","10568788","10918137","11283574","11668674","12075841","12506035","12958110","13429688","13917268","14418063","14935032","15469003","16012898","16557307","17097619","17622954","18139966","18682216","19295483","20008804","20840825","21771781","22745490","23683211","24529722","25263021","25903704","26491253","27085465","27729798","28434810","29186427","29973979","30778572","31585871","32397535","33218250","34040065","34853178","35652002","36430923","37195349","",
"Senegal","SEN","Population (Total)","SP.POP.TOTL","3265730","3356581","3450567","3548083","3649456","3754429","3862964","3975826","4094016","4218056","4348862","4485775","4625876","4765169","4901053","5032394","5160810","5289871","5424642","5568908","5723711","5888343","6062681","6246065","6437891","6638009","6846349","7062329","7285204","7514110","7749606","7990968","8234586","8475766","8711528","8940298","9164050","9387783","9618564","9861679","10119118","10390050","10673535","10967568","11270826","11582925","11904974","12238791","12586827","12950564","13330737","13726021","",
"Singapore","SGP","Population (Total)","SP.POP.TOTL","1702000","1750000","1795000","1842000","1887000","1934000","1978000","2012000","2043000","2075000","2113000","2152000","2193000","2230000","2263000","2293000","2325000","2354000","2384000","2414000","2533000","2647000","2681000","2732000","2736000","2733000","2775000","2846000","2931000","3047000","3135100","3230700","3313500","3419000","3524500","3670700","3796000","3927200","3958700","4027900","4138000","4176000","4114800","4166700","4265800","4401400","4588600","4839400","4987600","5076700","5183700","5312400","",
"Solomon Islands","SLB","Population (Total)","SP.POP.TOTL","121403","125068","128863","132787","136847","141027","145354","149926","154876","160292","166214","172599","179354","186338","193447","200642","207942","215353","222905","230614","238488","246502","254602","262719","270809","278846","286868","294962","303258","311849","320764","329984","339490","349250","359236","369439","379861","390493","401323","412336","423529","434880","446335","457827","469306","480745","492148","503541","514964","526447","537997","549598","",
"Sierra Leone","SLE","Population (Total)","SP.POP.TOTL","2189040","2219498","2251563","2285313","2320858","2358225","2397572","2439310","2483952","2531874","2583200","2637861","2695784","2756810","2820782","2887735","2957599","3029965","3104305","3180237","3255883","3330947","3408340","3492174","3584397","3688492","3800961","3908478","3993016","4042678","4053257","4031730","3991434","3951544","3927105","3919708","3928313","3961869","4030443","4139757","4295667","4493047","4712763","4928175","5119895","5280909","5416015","5532139","5641182","5751976","5865491","5978727","",
"El Salvador","SLV","Population (Total)","SP.POP.TOTL","2858859","2950666","3046771","3144962","3243557","3341712","3439514","3537318","3635882","3735620","3836433","3937583","4038088","4136679","4232375","4324952","4414427","4500401","4582494","4660556","4734486","4804671","4872098","4938109","5003828","5068961","5133598","5199613","5269378","5344226","5425293","5511138","5597322","5677743","5748013","5806750","5855226","5895018","5928809","5958794","5985299","6008308","6029366","6050297","6072538","6096692","6122952","6151776","6183484","6218195","6256242","6297394","",
"San Marino","SMR","Population (Total)","SP.POP.TOTL","15787","16197","16616","17033","17440","17839","18228","18588","18895","19136","19299","19394","19464","19563","19732","19986","20311","20681","21053","21397","21706","21989","22255","22514","22776","23041","23304","23571","23847","24135","24441","24766","25093","25402","25680","25914","26114","26321","26594","26969","27467","28064","28700","29290","29775","30130","30377","30549","30698","30861","31048","31247","",
"Somalia","SOM","Population (Total)","SP.POP.TOTL","2814683","2874944","2937360","3002173","3069558","3144244","3227245","3311111","3385414","3445420","3477568","3490295","3526527","3644572","3880955","4259636","4754149","5289049","5758961","6089707","6251730","6271538","6199671","6113252","6068425","6082723","6138907","6217331","6285456","6321615","6319531","6294017","6269244","6278911","6346440","6481035","6673254","6904978","7149044","7385416","7609265","7825924","8037706","8249965","8466938","8687671","8910851","9140259","9380854","9636173","9907903","10195134","",
"Serbia","SRB","Population (Total)","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7586000","7595636","7646424.34930836","7699306.77400001","7734639.24298694","7738986.59754784","7708878.20504981","7649630.75190691","7567745","7540401","7516346","7503433","7500031","7480591","7463157","7440769","7411569","7381579","7350221","7320807","7291436","7258745","7223887","",
"Sub-Saharan Africa (developing only)","SSA","Population (Total)","SP.POP.TOTL","233061732.36","238687952.64","244483940.92","250463936","256642126","263033486.12","269653190.12","276515385.32","283633756.52","291021316","298707048.112","306667515.032","314921052.912","323491957.352","332398762","341651458.472","351243519.832","361175923.632","371449939.312","382064350","393006263.16476","404279296.220983","415895715.514959","427872141.142284","440215634","452925834.6416","465979761.8576","479346620.958738","492985440.519197","506861360","521055075.750037","535575652.753492","550409750.805511","565549534.284243","580984799","596742961.953756","612850038.038342","629345942.777234","646291529.53414","663729242","681464392","699392604","717796968","736724117","756228652","776338586","797051103","818399202","840369096","863120087","886434177","910389858.522408","",
"South Sudan","SSD","Population (Total)","SP.POP.TOTL","3011113","3069994","3131693","3196264","3263767","3334241","3407723","3484292","3564043","3647097","3733619","3823781","3917741","4015666","4117767","4222557","4329970","4443163","4566435","4701961","4850393","5007897","5166491","5315479","5446452","5562024","5663186","5738763","5774680","5764216","5698383","5588959","5475424","5411318","5434266","5561120","5779278","6060600","6362201","6652984","6924455","7186820","7449905","7730180","8039351","8376893","8736736","9118386","9520571","9940929","10381110","10837527","",
"Sub-Saharan Africa (all income levels)","SSF","Population (Total)","SP.POP.TOTL","233316832.36","238945892.64","244744930.92","250728679","256911553","263308956.12","269935634.12","276804087.32","283925770.52","291312221","298991959.112","306942407.032","315183428.912","323741524.352","332636999","341879985.472","351463957.832","361391326.632","371665048.312","382284939","393238971.16476","404530072.220983","416168028.514959","428165966.142284","440528406","453254089.6416","466320703.8576","479698396.958738","493347795.519197","507235211","521441493.750037","535975277.753492","550823137.805511","565977037.284243","581426628","597199350.953756","613321326.038342","629832484.777234","646793698.53414","664247421","681998984","699944003","718365520","737310100","756832300","776960103","797690721","819057227","841045947","863816254","887150173","911126154.522408","",
"Small states","SST","Population (Total)","SP.POP.TOTL","11903816.96","12144512.24","12388317.52","12634427.6","12882590","13133607.32","13386815.72","13643228.32","13904481.92","14171432","14444747.4","14724906.72","15008558.04","15290745.16","15568729","15841241.04","16109735.64","16382697.44","16672301.44","16986563","17321329.5727596","17682701.6289828","18063550.8029592","18456572.3102837","18852704","19256950.2096","19662090.3456","20063713.1667378","20476029.5271971","20879095","21274866.9737455","21664933.5975006","22046207.0540148","22424528.6665764","22793277","23168532.4251268","23535340.6750757","23895988.0511581","24253550.364077","24606050.5513766","24962211.619063","25318318.2244465","25671840","26030901","26380166","26754831","27135048","27525004","27917851","28318414","28723386","29141491.9075164","",
"Sao Tome and Principe","STP","Population (Total)","SP.POP.TOTL","64549","64429","64181","64209","64797","66057","67874","70040","72240","74251","75992","77543","79038","80679","82607","84874","87407","90058","92622","94953","96991","98802","100515","102325","104371","106684","109211","111894","114647","117395","120154","122929","125628","128135","130378","132323","134029","135650","137396","139428","141783","144447","147455","150842","154615","158806","163390","168253","173240","178228","183177","188098","",
"Suriname","SUR","Population (Total)","SP.POP.TOTL","298411","306613","314883","323428","332315","341745","351463","360548","367772","372311","373785","372614","369777","366690","364402","363278","363108","363692","364619","365616","366637","367895","369654","372272","375979","380890","386852","393483","400251","406764","412884","418700","424326","429968","435776","441734","447771","453920","460215","466668","473312","480099","486867","493394","499523","505186","510433","515372","520173","524960","529761","534541","",
"Slovak Republic","SVK","Population (Total)","SP.POP.TOTL","4191667","4238188","4282017","4327341","4370983","4411666","4449367","4483915","4518607","4538223","4557449","4596622","4641445","4689623","4739105","4789507","4840501","4890125","4938973","4979815","5016105","5055099","5091971","5127097","5161768","5193838","5222840","5250596","5275942","5299187","5303294","5305016","5325305","5346331","5361999","5373361","5383291","5390516","5396020","5388720","5378867","5379056","5379607","5382438","5387001","5391409","5397318","5406626","5418590","5430099","5398384","5410267","",
"Slovenia","SVN","Population (Total)","SP.POP.TOTL","1594131","1603649","1616971","1632114","1649160","1669905","1689528","1704546","1713874","1724891","1738335","1752233","1766697","1776132","1793581","1820249","1842377","1862548","1882599","1901315","1906531","1910334","1922321","1932154","1941641","1965964","1989776","1995196","1996351","1998161","1999429","1996498","1991746","1989443","1989872","1988628","1985956","1981629","1983045","1988925","1992060","1994530","1995733","1997012","2000474","2006868","2018122","2021316","2039669","2048583","2052843","2058152","",
"Sweden","SWE","Population (Total)","SP.POP.TOTL","7519998","7561588","7604328","7661354","7733853","7807797","7867931","7912273","7968072","8042801","8098334","8122300","8136312","8159955","8192437","8222286","8251540","8275599","8293678","8310531","8320503","8325263","8329033","8336605","8350386","8369829","8397804","8436489","8492964","8558835","8617375","8668067","8718561","8780745","8826939","8840998","8846062","8850974","8857874","8872109","8895960","8924958","8958229","8993531","9029572","9080505","9148092","9219637","9298515","9378126","9449213","9516617","",
"Swaziland","SWZ","Population (Total)","SP.POP.TOTL","357522","365719","373991","382575","391659","401295","411478","422266","433709","445844","458717","472337","486656","501596","517100","533264","550135","567560","585335","603373","621314","639333","658496","680253","705492","734790","767417","801350","833787","862728","887248","907947","926224","944223","963428","984506","1006760","1028694","1048151","1063715","1074761","1082183","1087929","1094758","1104642","1118253","1134977","1153929","1173678","1193148","1212159","1230985","",
"Sint Maarten (Dutch part)","SXM","Population (Total)","SP.POP.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31240","31084","30519","31189","32566","33791","35318","36936","38272","39464","40459","39133","37850","38486","39088","",
"Seychelles","SYC","Population (Total)","SP.POP.TOTL","42888.96","44042.24","45175.52","46321.6","47500","48698.72","49910.72","51133.92","52365.12","53600","54835.04","56067.52","57284","58466.08","59600","60704","61742.4","62707.2","63593.6","64400","65127.5264","65780.032","66366.9376","66901.8112","67400","67877.2096","68352.3456","68847.5136","69387.5456","70000","70754.986086809","71656.9890151177","72711.4083423562","73924.6119202085","75304","76417","77319","78846","80410","81131","81202","83700","82800","82500","82900","84600","85033","86956","87298","89770","87441","87784.9075164451","",
"Syrian Arab Republic","SYR","Population (Total)","SP.POP.TOTL","4742596","4897428","5057825","5224579","5398333","5579283","5767478","5963248","6166933","6378802","6599366","6828765","7066474","7311685","7564000","7822610","8088148","8363346","8651904","8956156","9277280","9613572","9960919","10313558","10667245","11020570","11374437","11729760","12088336","12451539","12818302","13187960","13562742","13945646","14338240","14746306","15168523","15591261","15995760","16371208","16700984","16994676","17298476","17676012","18167367","18804914","19561477","20346056","21031546","21532647","21961676","22399254","",
"Turks and Caicos Islands","TCA","Population (Total)","SP.POP.TOTL","5760","5762","5741","5705","5669","5629","5589","5563","5573","5632","5750","5924","6132","6346","6546","6723","6886","7057","7262","7525","7855","8245","8671","9097","9502","9873","10224","10588","11019","11550","12205","12970","13793","14597","15334","15967","16527","17114","17866","18876","20186","21740","23412","25025","26450","27642","28638","29481","30247","30993","31726","32427","",
"Chad","TCD","Population (Total)","SP.POP.TOTL","3061423","3122357","3184775","3247798","3310921","3373563","3436227","3500777","3569777","3644911","3727381","3816295","3908721","4000505","4088858","4173072","4254762","4336366","4421416","4512758","4610917","4715985","4829852","4954649","5091809","5242737","5407077","5582282","5764631","5951574","6142558","6338934","6542419","6755540","6980351","7216321","7463347","7724316","8002899","8301151","8620917","8959964","9311234","9665024","10014413","10356822","10694366","11030628","11371325","11720781","12080037","12448175","",
"Togo","TGO","Population (Total)","SP.POP.TOTL","1597528","1612758","1631763","1662072","1708632","1774029","1855445","1945781","2034909","2115521","2185661","2247575","2303345","2356623","2410446","2464459","2518572","2576477","2642853","2720838","2812051","2915098","3026308","3140297","3252995","3363537","3472650","3579803","3684782","3787602","3887716","3985364","4082422","4181481","4284497","4392177","4504291","4620710","4740974","4864753","4992225","5123674","5258956","5397851","5540214","5685845","5834806","5987491","6144457","6306014","6472304","6642928","",
"Thailand","THA","Population (Total)","SP.POP.TOTL","28195264","29058659","29951191","30870998","31816307","32784476","33774079","34785711","35820705","36878580","37959301","39057780","40162277","41257648","42332566","43382444","44408422","45412214","46397977","47369137","48319564","49247430","50165305","51090390","52031925","53003237","53993052","54956736","55833321","56582726","57184324","57661001","58069612","58491145","58983954","59562136","60206941","60903042","61623143","62343379","63069070","63797841","64488338","65087400","65559487","65883961","66076927","66185340","66277335","66402316","66576332","66785001","",
"Tajikistan","TJK","Population (Total)","SP.POP.TOTL","2140413","2223956","2312193","2401598","2489648","2575335","2659452","2743461","2829641","2919586","3013956","3112041","3212446","3313144","3412819","3511050","3608761","3707624","3809991","3917642","4030104","4146923","4269775","4400743","4540688","4690913","4849253","5008827","5160375","5297286","5417554","5523207","5616797","5702611","5784330","5862347","5937177","6012933","6094661","6186152","6289340","6404118","6529609","6663929","6805655","6954522","7111025","7275252","7447396","7627326","7814850","8008990","",
"Turkmenistan","TKM","Population (Total)","SP.POP.TOTL","1649914","1708711","1769008","1829697","1890000","1949425","2008148","2066889","2126749","2188499","2252386","2318070","2385039","2452528","2520002","2587417","2655036","2723006","2791575","2861000","2931343","3002785","3075867","3151262","3229499","3310059","3392823","3479088","3570558","3668000","3772350","3881973","3991917","4095512","4188010","4267690","4335991","4395293","4449427","4501419","4551762","4600171","4648037","4696876","4747839","4801595","4858236","4917543","4978962","5041995","5106668","5172931","",
"Timor-Leste","TLS","Population (Total)","SP.POP.TOTL","508504","517704","527291","537285","547688","558117","568447","579192","591077","604392","620138","637603","653367","662803","662981","652114","632227","608878","589862","580730","583567","596572","616650","638938","659876","678277","695175","711794","730158","751488","776772","804803","832053","853716","866700","869024","862622","853069","848230","853585","871353","899367","933369","966987","983125","1014439","1046030","1077911","1110071","1142502","1175880","1210233","",
"Tonga","TON","Population (Total)","SP.POP.TOTL","63740","66255","69000","71757","74363","76787","79048","81096","82879","84370","85520","86349","86985","87609","88347","89258","90296","91361","92300","93007","93451","93682","93774","93838","93953","94149","94403","94687","94952","95165","95321","95443","95560","95712","95928","96218","96574","96991","97457","97962","98504","99083","99691","100319","100960","101617","102289","102947","103557","104098","104554","104941","",
"Trinidad and Tobago","TTO","Population (Total)","SP.POP.TOTL","865356","880019","892571","903272","912419","919902","925918","931466","937846","945996","956364","968742","982594","997052","1011487","1025655","1039757","1054109","1069199","1085308","1102562","1120610","1138673","1155701","1170935","1184053","1195243","1204890","1213625","1221904","1229906","1237486","1244410","1250316","1255001","1258365","1260677","1262544","1264781","1267980","1272347","1277723","1283868","1290379","1296933","1303478","1310040","1316449","1322518","1328095","1333082","1337439","",
"Tunisia","TUN","Population (Total)","SP.POP.TOTL","4277371.2","4350811.2","4436643.2","4530835.2","4630000","4731395.2","4832923.2","4933131.2","5031211.2","5127000","5208153.99796057","5294324.88571644","5388708.88571644","5493721.99796057","5611000","5742338.59918121","5889693.43264597","6049539.1538666","6215689.88937835","6384000","6555184.53756629","6729178.33146311","6905135.98862755","7042550.14039959","7260360.96948412","7492632.57944698","7684751.36353536","7857618.98112","7958694.4","8154400","8318200","8489900","8657400","8815400","8957500","9089300","9215000","9333300","9455900","9563500","9673600","9781900","9839800","9932400","10029000","10127900","10225100","10328900","10439600","10549100","10673800","10777500","",
"Turkey","TUR","Population (Total)","SP.POP.TOTL","28229291","28909985","29597047","30292969","31000167","31718266","32448404","33196289","33969201","34772031","35608079","36475356","37366922","38272701","39185637","40100696","41020211","41953105","42912350","43905790","44936836","45997940","47072603","48138191","49178079","50186914","51168270","52125597","53065801","53994605","54911233","55815175","56713073","57613441","58522320","59442502","60372413","61308204","62243779","63174483","64100297","65022300","65938265","66845635","67743052","68626337","69496513","70363511","71241080","72137546","73058638","73997128","",
"Tuvalu","TUV","Population (Total)","SP.POP.TOTL","6242","6391","6542","6687","6819","6935","7037","7128","7213","7296","7379","7459","7538","7613","7685","7752","7816","7883","7959","8051","8160","8284","8413","8537","8648","8741","8821","8889","8949","9004","9056","9103","9148","9188","9227","9264","9298","9334","9374","9419","9471","9530","9590","9646","9694","9732","9764","9788","9808","9827","9844","9860","",
"Tanzania","TZA","Population (Total)","SP.POP.TOTL","10373284","10683653","11005491","11338544","11682873","12038204","12405366","12786833","13185844","13604627","14044585","14504939","14983047","15475026","15978207","16491793","17017107","17556181","18111999","18686808","19282215","19898033","20532688","21183696","21849853","22527517","23218477","23933171","24685791","25484814","26337403","27236099","28157055","29067333","29944302","30780453","31586039","32378333","33183093","34020512","34895398","35806497","36760831","37765139","38824384","39942347","41119693","42353790","43639752","44973330","46354607","47783107","",
